college_name,address,year,organization_type,size,area,graduation_rate,financial_aid,sat_score
Lincoln University,"Lincoln University, PA",4-year,Public,Small,Rural 45% graduation rate $16K average per year after aid 880-1045,Rural 45% graduation rate $16K average per year after aid 880-1045,Rural 45% graduation rate $16K average per year after aid 880-1045,Rural 45% graduation rate $16K average per year after aid 880-1045
University of Massachusetts Lowell,"Lowell, MA",4-year,Public,Large,Urban 71% graduation rate $17K average per year after aid 1190-1320,Urban 71% graduation rate $17K average per year after aid 1190-1320,Urban 71% graduation rate $17K average per year after aid 1190-1320,Urban 71% graduation rate $17K average per year after aid 1190-1320
Purdue University Fort Wayne,"Fort Wayne, IN",4-year,Public,Medium,Urban 35% graduation rate $12K average per year after aid 1000-1210,Urban 35% graduation rate $12K average per year after aid 1000-1210,Urban 35% graduation rate $12K average per year after aid 1000-1210,Urban 35% graduation rate $12K average per year after aid 1000-1210
Brigham Young University-Idaho,"Rexburg, ID",4-year,Private,Unknown,Rural 49% graduation rate $8K average per year after aid SAT score range not available,Rural 49% graduation rate $8K average per year after aid SAT score range not available,Rural 49% graduation rate $8K average per year after aid SAT score range not available,Unknown
Anne Arundel Community College,"Arnold, MD",2-year,Public,Medium,Suburban Graduation rate not available $14K average per year after aid 930-1180,Unknown,Suburban Graduation rate not available $14K average per year after aid 930-1180,Suburban Graduation rate not available $14K average per year after aid 930-1180
Wichita State University,"Wichita, KS",4-year,Public,Large,Urban 51% graduation rate $14K average per year after aid 913-1240,Urban 51% graduation rate $14K average per year after aid 913-1240,Urban 51% graduation rate $14K average per year after aid 913-1240,Urban 51% graduation rate $14K average per year after aid 913-1240
Illinois State University,"Normal, IL",4-year,Public,Very Large,Suburban 67% graduation rate $21K average per year after aid 1030-1220,Suburban 67% graduation rate $21K average per year after aid 1030-1220,Suburban 67% graduation rate $21K average per year after aid 1030-1220,Suburban 67% graduation rate $21K average per year after aid 1030-1220
Old Dominion University,"Norfolk, VA",4-year,Public,Very Large,Urban 48% graduation rate $16K average per year after aid 1120-1270,Urban 48% graduation rate $16K average per year after aid 1120-1270,Urban 48% graduation rate $16K average per year after aid 1120-1270,Urban 48% graduation rate $16K average per year after aid 1120-1270
Ohio State University: Marion Campus,"Marion, OH",4-year,Public,Small,Urban 7% graduation rate $13K average per year after aid 1040-1230,Urban 7% graduation rate $13K average per year after aid 1040-1230,Urban 7% graduation rate $13K average per year after aid 1040-1230,Urban 7% graduation rate $13K average per year after aid 1040-1230
Eureka College,"Eureka, IL",4-year,Private,Small,Rural 51% graduation rate $19K average per year after aid 950-1170,Rural 51% graduation rate $19K average per year after aid 950-1170,Rural 51% graduation rate $19K average per year after aid 950-1170,Rural 51% graduation rate $19K average per year after aid 950-1170
City University of New York: College of Staten Island,"Staten Island, NY",4-year,Public,Large,Urban 51% graduation rate $7K average per year after aid SAT score range not available,Urban 51% graduation rate $7K average per year after aid SAT score range not available,Urban 51% graduation rate $7K average per year after aid SAT score range not available,Unknown
Northwest University,"Kirkland, WA",4-year,Private,Small,Suburban 68% graduation rate $24K average per year after aid 1100-1345,Suburban 68% graduation rate $24K average per year after aid 1100-1345,Suburban 68% graduation rate $24K average per year after aid 1100-1345,Suburban 68% graduation rate $24K average per year after aid 1100-1345
Dominican University,"River Forest, IL",4-year,Private,Small,Suburban 59% graduation rate $18K average per year after aid 950-1140,Suburban 59% graduation rate $18K average per year after aid 950-1140,Suburban 59% graduation rate $18K average per year after aid 950-1140,Suburban 59% graduation rate $18K average per year after aid 950-1140
Loyola University New Orleans,"New Orleans, LA",4-year,Private,Small,Urban 67% graduation rate $24K average per year after aid 1030-1230,Urban 67% graduation rate $24K average per year after aid 1030-1230,Urban 67% graduation rate $24K average per year after aid 1030-1230,Urban 67% graduation rate $24K average per year after aid 1030-1230
Western Washington University,"Bellingham, WA",4-year,Public,Large,Suburban 65% graduation rate $21K average per year after aid 1130-1320,Suburban 65% graduation rate $21K average per year after aid 1130-1320,Suburban 65% graduation rate $21K average per year after aid 1130-1320,Suburban 65% graduation rate $21K average per year after aid 1130-1320
Criswell College,"Dallas, TX",4-year,Private,Small,Urban 70% graduation rate $14K average per year after aid SAT score range not available,Urban 70% graduation rate $14K average per year after aid SAT score range not available,Urban 70% graduation rate $14K average per year after aid SAT score range not available,Unknown
SUNY Buffalo State University,"Buffalo, NY",4-year,Public,Medium,Urban 36% graduation rate $14K average per year after aid 960-1170,Urban 36% graduation rate $14K average per year after aid 960-1170,Urban 36% graduation rate $14K average per year after aid 960-1170,Urban 36% graduation rate $14K average per year after aid 960-1170
Conservatory of Music of Puerto Rico,"San Juan, PR",4-year,Public,Small,Urban 74% graduation rate $7K average per year after aid SAT score range not available,Urban 74% graduation rate $7K average per year after aid SAT score range not available,Urban 74% graduation rate $7K average per year after aid SAT score range not available,Unknown
Metropolitan State University of Denver,"Denver, CO",4-year,Public,Very Large,Urban 29% graduation rate $15K average per year after aid 870-1090,Urban 29% graduation rate $15K average per year after aid 870-1090,Urban 29% graduation rate $15K average per year after aid 870-1090,Urban 29% graduation rate $15K average per year after aid 870-1090
La Salle University,"Philadelphia, PA",4-year,Private,Medium,Urban 65% graduation rate $18K average per year after aid 1000-1190,Urban 65% graduation rate $18K average per year after aid 1000-1190,Urban 65% graduation rate $18K average per year after aid 1000-1190,Urban 65% graduation rate $18K average per year after aid 1000-1190
Bet Medrash Gadol Ateret Torah,"Brooklyn, NY",4-year,Private,Unknown,Urban 38% graduation rate $4K average per year after aid SAT score range not available,Urban 38% graduation rate $4K average per year after aid SAT score range not available,Urban 38% graduation rate $4K average per year after aid SAT score range not available,Unknown
North Central University,"Minneapolis, MN",4-year,Private,Small,Urban 58% graduation rate $23K average per year after aid 910-1180,Urban 58% graduation rate $23K average per year after aid 910-1180,Urban 58% graduation rate $23K average per year after aid 910-1180,Urban 58% graduation rate $23K average per year after aid 910-1180
Kansas State University,"Manhattan, KS",4-year,Public,Very Large,Suburban 69% graduation rate $19K average per year after aid 1060-1255,Suburban 69% graduation rate $19K average per year after aid 1060-1255,Suburban 69% graduation rate $19K average per year after aid 1060-1255,Suburban 69% graduation rate $19K average per year after aid 1060-1255
Ohio State University: Newark Campus,"Newark, OH",4-year,Public,Small,Suburban 5% graduation rate $15K average per year after aid 960-1170,Suburban 5% graduation rate $15K average per year after aid 960-1170,Suburban 5% graduation rate $15K average per year after aid 960-1170,Suburban 5% graduation rate $15K average per year after aid 960-1170
Shawnee State University,"Portsmouth, OH",4-year,Public,Small,Suburban 48% graduation rate $13K average per year after aid 910-1150,Suburban 48% graduation rate $13K average per year after aid 910-1150,Suburban 48% graduation rate $13K average per year after aid 910-1150,Suburban 48% graduation rate $13K average per year after aid 910-1150
University of Northwestern - St. Paul,"Saint Paul, MN",4-year,Private,Small,Suburban 70% graduation rate $26K average per year after aid 965-1300,Suburban 70% graduation rate $26K average per year after aid 965-1300,Suburban 70% graduation rate $26K average per year after aid 965-1300,Suburban 70% graduation rate $26K average per year after aid 965-1300
Shippensburg University of Pennsylvania,"Shippensburg, PA",4-year,Public,Medium,Rural 50% graduation rate $21K average per year after aid 940-1140,Rural 50% graduation rate $21K average per year after aid 940-1140,Rural 50% graduation rate $21K average per year after aid 940-1140,Rural 50% graduation rate $21K average per year after aid 940-1140
St. Mary-of-the-Woods College,"Saint Mary Of The Woods, IN",4-year,Private,Small,Rural 52% graduation rate $17K average per year after aid 889-1033,Rural 52% graduation rate $17K average per year after aid 889-1033,Rural 52% graduation rate $17K average per year after aid 889-1033,Rural 52% graduation rate $17K average per year after aid 889-1033
Eastern Michigan University,"Ypsilanti, MI",4-year,Public,Large,Urban 45% graduation rate $16K average per year after aid 930-1150,Urban 45% graduation rate $16K average per year after aid 930-1150,Urban 45% graduation rate $16K average per year after aid 930-1150,Urban 45% graduation rate $16K average per year after aid 930-1150
Kent State University: Ashtabula,"Ashtabula, OH",4-year,Public,Small,Rural 1% graduation rate $11K average per year after aid 840-870,Rural 1% graduation rate $11K average per year after aid 840-870,Rural 1% graduation rate $11K average per year after aid 840-870,Rural 1% graduation rate $11K average per year after aid 840-870
Kent State University: Trumbull,"Warren, OH",4-year,Public,Small,Suburban Graduation rate not available $10K average per year after aid 800-1010,Unknown,Suburban Graduation rate not available $10K average per year after aid 800-1010,Suburban Graduation rate not available $10K average per year after aid 800-1010
